Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,2.0,2.0,0,0,0,0
aten::empty,,,0.99,2.84,0,0,0,0
empty_tensor,,,1.85,1.85,0,0,0,0
aclnnQuantMatmulWeightNz,,,8.7,8.7,34.6005,34.6005,0,0
aten::unflatten,,,5.86,11.4,0,0,0,0
aten::view,,,5.54,5.54,0,0,0,0
aten::view,,,2.82,2.82,0,0,0,0
aten::empty_like,,,4.14,14.5,0,0,0,0
aten::empty_strided,,,7.2,10.36,0,0,0,0
empty_tensor,,,3.16,3.16,0,0,0,0
triton_rms_kernel,,,15.13,15.13,13.44,13.44,0,0
aten::view,,,7.47,7.47,0,0,0,0
aten::unsqueeze,,,3.09,7.64,0,0,0,0
aten::as_strided,,,4.55,4.55,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,42.05,70.37,0,5.34,0,0
aten::empty,,,3.47,17.32,0,0,0,0
empty_tensor,,,13.85,13.85,0,0,0,0
aclnnInplacePartialRotaryMul,,,11.0,11.0,5.34,5.34,0,0
wait_event,,,4.23,4.23,0.0,0.0,0,0
aten::slice,,,4.1,8.45,0,0,0,0
aten::as_strided,,,4.35,4.35,0,0,0,0
npu::npu_dynamic_quant,,,27.55,53.66,0,7.0805,0,0
empty_tensor,,,9.54,9.54,0,0,0,0
empty_tensor,,,4.63,4.63,0,0,0,0
aclnnDynamicQuantV2,,,11.94,11.94,7.0805,7.0805,0,0
npu::npu_quant_matmul,,,31.0,54.52,0,13.6605,0,0
empty_tensor,,,8.13,8.13,0,0,0,0
aten::empty,,,2.04,3.87,0,0,0,0
empty_tensor,,,1.83,1.83,0,0,0,0
aten::empty,,,0.89,2.45,0,0,0,0
empty_tensor,,,1.56,1.56,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.07,9.07,13.6605,13.6605,0,0
npu::npu_rms_norm,,,53.85,72.57,0,10.2205,0,0
empty_tensor,,,6.76,6.76,0,0,0,0
empty_tensor,,,3.06,3.06,0,0,0,0
aclnnRmsNorm,,,8.9,8.9,10.2205,10.2205,0,0
aten::view,,,5.7,5.7,0,0,0,0
aten::unsqueeze,,,2.97,6.77,0,0,0,0
aten::as_strided,,,3.8,3.8,0,0,0,0
aten::slice,,,3.31,5.7,0,0,0,0
aten::as_strided,,,2.39,2.39,0,0,0,0
aten::slice,,,1.08,2.86,0,0,0,0
aten::as_strided,,,1.78,1.78,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,37.07,61.14,0,11.1405,0,0
aten::empty,,,3.11,13.5,0,0,0,0
empty_tensor,,,10.39,10.39,0,0,0,0
aclnnInplacePartialRotaryMul,,,10.57,10.57,11.1405,11.1405,0,0
_C_ascend::npu_scatter_nd_update_sk,,,32.54,54.32,0,26.0605,0,0
aten::empty,,,2.56,11.62,0,0,0,0
empty_tensor,,,9.06,9.06,0,0,0,0
aclnnScatterNdUpdateSk,,,10.16,10.16,26.0605,26.0605,0,0
aten::squeeze,,,8.61,13.51,0,0,0,0
aten::as_strided,,,4.9,4.9,0,0,0,0
aten::view,,,4.23,4.23,0,0,0,0
aten::view,,,2.27,2.27,0,0,0,0
_C_ascend::compressor,,,46.11,81.41,0,47.341,0,0
aten::empty,,,2.38,11.1,0,0,0,0
empty_tensor,,,8.72,8.72,0,0,0,0
aten::empty,,,2.53,12.96,0,0,0,0
empty_tensor,,,10.43,10.43,0,0,0,0
aclnnCompressor,,,11.24,11.24,47.341,47.341,0,0
_C_ascend::npu_scatter_nd_update_sk,,,32.79,55.52,0,15.38,0,0
aten::empty,,,2.59,12.28,0,0,0,0
empty_tensor,,,9.69,9.69,0,0,0,0
aclnnScatterNdUpdateSk,,,10.45,10.45,15.38,15.38,0,0
_C_ascend::npu_sparse_attn_sharedkv,,,46.07,80.14,0,37.1005,0,0
aten::empty,,,1.89,9.82,0,0,0,0
empty_tensor,,,7.93,7.93,0,0,0,0
aten::empty,,,1.18,3.14,0,0,0,0
empty_tensor,,,1.96,1.96,0,0,0,0
aten::empty,,,2.04,9.41,0,0,0,0
empty_tensor,,,7.37,7.37,0,0,0,0
aclnnSparseAttnSharedkv,,,11.7,11.7,37.1005,37.1005,0,0
destroy_event,,,2.51,2.51,0,0,0,0
aten::unsqueeze,,,3.93,8.66,0,0,0,0
aten::as_strided,,,4.73,4.73,0,0,0,0
aten::neg,,,15.14,30.69,0,1.16,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
aclnnNeg,,,9.2,9.2,1.16,1.16,0,0
_C_ascend::inplace_partial_rotary_mul,,,35.9,56.99,0,5.38,0,0
aten::empty,,,2.77,11.95,0,0,0,0
empty_tensor,,,9.18,9.18,0,0,0,0
aclnnInplacePartialRotaryMul,,,9.14,9.14,5.38,5.38,0,0
aten::view,,,5.61,5.61,0,0,0,0
aten::permute,,,3.02,7.53,0,0,0,0
aten::as_strided,,,4.51,4.51,0,0,0,0
aten::contiguous,,,2.45,39.76,0,11.32,0,0
aten::clone,,,4.42,37.31,0,11.32,0,0
empty_tensor,,,6.23,6.23,0,0,0,0
aten::copy_,,,19.06,26.66,0,11.32,0,0
aclnnInplaceCopy,,,7.6,7.6,11.32,11.32,0,0
aten::view,,,3.54,3.54,0,0,0,0
aten::empty_like,,,4.84,14.42,0,0,0,0
aten::empty_strided,,,6.82,9.58,0,0,0,0
empty_tensor,,,2.76,2.76,0,0,0,0
c10d::alltoall_base_,,,57.41,81.02,0,18.64,0,0
record_event,,,10.77,10.77,0.02,0.02,0,0
wait_event,,,3.35,3.35,5.34,5.34,0,0
HcclAlltoAll,,,2.21,3.7,0,13.04,0,0
HcclAlltoAll,,,1.49,1.49,13.04,13.04,0,0
record_event,,,3.52,3.52,0.22,0.22,0,0
record_event,,,2.27,2.27,0.02,0.02,0,0
wait_event,,,3.44,3.44,0.0,0.0,0,0
destroy_event,,,1.66,1.66,0,0,0,0
aten::view,,,5.11,5.11,0,0,0,0
npu::npu_transpose_batchmatmul,,,29.63,50.36,0,33.0405,0,0
empty_tensor,,,10.93,10.93,0,0,0,0
aclnnTransposeBatchMatMul,,,9.8,9.8,33.0405,33.0405,0,0
aten::reshape,,,1.57,6.08,0,0,0,0
aten::view,,,4.51,4.51,0,0,0,0
vllm::matmul_and_reduce,,,146.93,462.19,0,31.0405,0,0
vllm::unquantized_gemm,,,16.39,76.16,0,14.7405,0,0
aten::linear,,,4.33,59.77,0,14.7405,0,0
aten::t,,,5.52,14.92,0,0,0,0
aten::transpose,,,3.24,9.4,0,0,0,0
aten::as_strided,,,6.16,6.16,0,0,0,0
aten::matmul,,,19.58,40.52,0,14.7405,0,0
empty_tensor,,,10.23,10.23,0,0,0,0
aclnnMatmul,,,10.71,10.71,14.7405,14.7405,0,0
vllm::reduce_scatter,,,117.26,239.1,0,16.3,0,0
aten::movedim,,,1.53,10.78,0,0,0,0
aten::movedim,,,2.53,9.25,0,0,0,0
aten::permute,,,2.67,6.72,0,0,0,0
aten::as_strided,,,4.05,4.05,0,0,0,0
aten::empty,,,2.78,12.52,0,0,0,0
empty_tensor,,,9.74,9.74,0,0,0,0
c10d::_reduce_scatter_base_,,,56.13,82.45,0,16.28,0,0
record_event,,,12.38,12.38,0.02,0.02,0,0
wait_event,,,3.04,3.04,3.56,3.56,0,0
HcclReduceScatterBase,,,2.95,4.81,0,12.48,0,0
HcclReduceScatter,,,1.86,1.86,12.48,12.48,0,0
record_event,,,3.55,3.55,0.02,0.02,0,0
record_event,,,2.54,2.54,0.2,0.2,0,0
wait_event,,,3.23,3.23,0.02,0.02,0,0
destroy_event,,,1.56,1.56,0,0,0,0
aten::movedim,,,1.42,11.3,0,0,0,0
aten::movedim,,,2.37,9.88,0,0,0,0
aten::permute,,,2.96,7.51,0,0,0,0
aten::as_strided,,,4.55,4.55,0,0,0,0
aten::copy_,,,54.81,65.54,0,0.72,0,0
aclnnInplaceCopy,,,10.73,10.73,0.72,0.72,0,0
aten::unsqueeze,,,4.61,8.38,0,0,0,0
aten::as_strided,,,3.77,3.77,0,0,0,0
aten::unsqueeze,,,2.34,3.98,0,0,0,0
aten::as_strided,,,1.64,1.64,0,0,0,0
aten::unsqueeze,,,1.91,3.42,0,0,0,0
aten::as_strided,,,1.51,1.51,0,0,0,0
aten::detach,,,3.33,3.33,0,0,0,0
aten::reshape,,,4.06,7.56,0,0,0,0
aten::view,,,3.5,3.5,0,0,0,0
aten::unsqueeze,,,2.16,3.75,0,0,0,0
aten::as_strided,,,1.59,1.59,0,0,0,0
_C_ascend::npu_hc_post,,,38.88,76.18,0,7.4005,0,0
aten::empty,,,2.79,13.46,0,0,0,0
empty_tensor,,,10.67,10.67,0,0,0,0
aten::empty,,,2.36,12.66,0,0,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aclnnHcPost,,,11.18,11.18,7.4005,7.4005,0,0
aten::squeeze,,,4.58,7.22,0,0,0,0
aten::as_strided,,,2.64,2.64,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,36.68,78.23,0,30.2205,0,0
aten::empty,,,2.15,8.82,0,0,0,0
empty_tensor,,,6.67,6.67,0,0,0,0
aten::empty,,,1.32,4.81,0,0,0,0
empty_tensor,,,3.49,3.49,0,0,0,0
aten::empty,,,1.06,4.05,0,0,0,0
empty_tensor,,,2.99,2.99,0,0,0,0
aten::empty,,,2.04,12.96,0,0,0,0
empty_tensor,,,10.92,10.92,0,0,0,0
aclnnHcPre,,,10.91,10.91,30.2205,30.2205,0,0
npu::npu_rms_norm,,,47.79,66.32,0,5.84,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
empty_tensor,,,3.7,3.7,0,0,0,0
aclnnRmsNorm,,,8.79,8.79,5.84,5.84,0,0
aten::reshape,,,4.62,8.74,0,0,0,0
aten::view,,,4.12,4.12,0,0,0,0
vllm::moe_forward_shared,,,1918.76,4748.48,0,379.807,0,0
aten::to,,,1.91,46.76,0,5.9,0,0
aten::_to_copy,,,5.45,44.85,0,5.9,0,0
aten::empty_strided,,,9.32,13.99,0,0,0,0
empty_tensor,,,4.67,4.67,0,0,0,0
aten::copy_,,,15.05,25.41,0,5.9,0,0
aclnnInplaceCopy,,,10.36,10.36,5.9,5.9,0,0
Event::record,,,77.33,88.92,0,0.02,0,0
record_event,,,11.59,11.59,0.02,0.02,0,0
aten::linear,,,4.63,60.54,0,12.5605,0,0
aten::t,,,5.53,14.21,0,0,0,0
aten::transpose,,,2.83,8.68,0,0,0,0
aten::as_strided,,,5.85,5.85,0,0,0,0
aten::matmul,,,20.55,41.7,0,12.5605,0,0
empty_tensor,,,11.62,11.62,0,0,0,0
aclnnMatmul,,,9.53,9.53,12.5605,12.5605,0,0
Event::record,,,70.8,82.37,0,0.02,0,0
record_event,,,11.57,11.57,0.02,0.02,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,44.46,301.31,0,13.52,0,0
vllm::all_gather,,,127.57,256.85,0,13.52,0,0
aten::empty,,,3.73,17.38,0,0,0,0
empty_tensor,,,13.65,13.65,0,0,0,0
c10d::_allgather_base_,,,54.98,83.27,0,13.499999999999998,0,0
record_event,,,12.79,12.79,0.02,0.02,0,0
wait_event,,,3.24,3.24,2.84,2.84,0,0
HcclAllgatherBase,,,3.03,6.03,0,10.62,0,0
HcclAllGather,,,3.0,3.0,10.62,10.62,0,0
record_event,,,3.43,3.43,0.0,0.0,0,0
record_event,,,2.8,2.8,0.02,0.02,0,0
wait_event,,,3.52,3.52,0.02,0.02,0,0
destroy_event,,,1.66,1.66,0,0,0,0
aten::reshape,,,1.8,8.23,0,0,0,0
aten::view,,,6.43,6.43,0,0,0,0
aten::movedim,,,1.76,11.19,0,0,0,0
aten::movedim,,,2.62,9.43,0,0,0,0
aten::permute,,,2.82,6.81,0,0,0,0
aten::as_strided,,,3.99,3.99,0,0,0,0
aten::reshape,,,0.87,4.03,0,0,0,0
aten::view,,,3.16,3.16,0,0,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,40.06,273.31,0,11.5,0,0
vllm::all_gather,,,113.17,233.25,0,11.5,0,0
aten::empty,,,2.89,15.57,0,0,0,0
empty_tensor,,,12.68,12.68,0,0,0,0
c10d::_allgather_base_,,,51.76,78.6,0,11.5,0,0
record_event,,,12.97,12.97,0.02,0.02,0,0
wait_event,,,3.25,3.25,5.84,5.84,0,0
HcclAllgatherBase,,,2.95,4.8,0,5.6,0,0
HcclAllGather,,,1.85,1.85,5.6,5.6,0,0
record_event,,,3.44,3.44,0.02,0.02,0,0
record_event,,,2.38,2.38,0.02,0.02,0,0
wait_event,,,2.81,2.81,0.0,0.0,0,0
destroy_event,,,1.59,1.59,0,0,0,0
aten::reshape,,,1.5,6.82,0,0,0,0
aten::view,,,5.32,5.32,0,0,0,0
aten::movedim,,,1.49,10.74,0,0,0,0
aten::movedim,,,2.26,9.25,0,0,0,0
aten::permute,,,2.98,6.99,0,0,0,0
aten::as_strided,,,4.01,4.01,0,0,0,0
aten::reshape,,,0.87,3.95,0,0,0,0
aten::view,,,3.08,3.08,0,0,0,0
_C_ascend::moe_gating_top_k_hash,,,43.1,81.17,0,11.18,0,0
aten::empty,,,3.2,15.99,0,0,0,0
empty_tensor,,,12.79,12.79,0,0,0,0
aten::empty,,,1.28,5.05,0,0,0,0
empty_tensor,,,3.77,3.77,0,0,0,0
aten::empty,,,1.14,4.87,0,0,0,0
empty_tensor,,,3.73,3.73,0,0,0,0
aclnnMoeGatingTopKHash,,,12.16,12.16,11.18,11.18,0,0
aten::to,,,1.76,47.71,0,1.02,0,0
aten::_to_copy,,,5.8,45.95,0,1.02,0,0
aten::empty_strided,,,8.78,14.1,0,0,0,0
empty_tensor,,,5.32,5.32,0,0,0,0
aten::copy_,,,16.9,26.05,0,1.02,0,0
aclnnInplaceCopy,,,9.15,9.15,1.02,1.02,0,0
aten::detach,,,4.46,4.46,0,0,0,0
aten::detach,,,1.28,1.28,0,0,0,0
Event::record,,,79.61,93.05,0,0.24,0,0
record_event,,,13.44,13.44,0.24,0.24,0,0
aten::index,,,33.88,60.54,0,25.3005,0,0
empty_tensor,,,7.05,7.05,0,0,0,0
empty_tensor,,,8.12,8.12,0,0,0,0
aclnnIndex,,,11.49,11.49,25.3005,25.3005,0,0
aten::ne,,,11.3,24.14,0,1.48,0,0
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnNeScalar,,,6.85,6.85,1.48,1.48,0,0
aten::mul,,,15.66,27.93,0,2.12,0,0
empty_tensor,,,6.3,6.3,0,0,0,0
aclnnMul,,,5.97,5.97,2.12,2.12,0,0
npu::npu_moe_init_routing_v2,,,24.82,50.43,0,32.161,0,0
empty_tensor,,,8.87,8.87,0,0,0,0
empty_tensor,,,3.25,3.25,0,0,0,0
empty_tensor,,,3.33,3.33,0,0,0,0
empty_tensor,,,3.1,3.1,0,0,0,0
aclnnMoeInitRoutingV3,,,7.06,7.06,32.161,32.161,0,0
aten::to,,,1.71,1.71,0,0,0,0
_C_ascend::grouped_matmul_swiglu_quant_v2,,,179.65,229.07,0,118.0025,0,0
aten::empty,,,3.14,13.44,0,0,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aten::empty,,,1.19,4.41,0,0,0,0
empty_tensor,,,3.22,3.22,0,0,0,0
aten::empty,,,3.39,17.24,0,0,0,0
empty_tensor,,,13.85,13.85,0,0,0,0
aclnnGroupedMatmulSwigluQuantWeightNzV2,,,14.33,14.33,118.0025,118.0025,0,0
Event::record,,,78.93,91.49,0,0.02,0,0
record_event,,,12.56,12.56,0.02,0.02,0,0
npu::npu_grouped_matmul,,,41.05,69.13,0,68.561,0,0
empty_tensor,,,15.31,15.31,0,0,0,0
npu::get_npu_format,,,1.74,1.74,0,0,0,0
aclnnGroupedMatmulWeightNz,,,11.03,11.03,68.561,68.561,0,0
Event::record,,,71.95,84.22,0,0.02,0,0
record_event,,,12.27,12.27,0.02,0.02,0,0
aten::abs,,,15.8,35.16,0,1.08,0,0
empty_tensor,,,10.69,10.69,0,0,0,0
aclnnAbs,,,8.67,8.67,1.08,1.08,0,0
npu::npu_moe_token_unpermute,,,67.73,84.07,0,12.9605,0,0
empty_tensor,,,7.17,7.17,0,0,0,0
aclnnMoeTokenUnpermute,,,9.17,9.17,12.9605,12.9605,0,0
vllm::maybe_pad_and_reduce,,,38.56,282.61,0,12.4,0,0
vllm::reduce_scatter,,,117.1,244.05,0,12.4,0,0
aten::movedim,,,1.61,13.48,0,0,0,0
aten::movedim,,,2.66,11.87,0,0,0,0
aten::permute,,,3.54,9.21,0,0,0,0
aten::as_strided,,,5.67,5.67,0,0,0,0
aten::empty,,,3.05,13.78,0,0,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
c10d::_reduce_scatter_base_,,,54.0,83.12,0,12.38,0,0
record_event,,,14.61,14.61,0.22,0.22,0,0
wait_event,,,3.36,3.36,0.02,0.02,0,0
HcclReduceScatterBase,,,2.93,4.9,0,11.92,0,0
HcclReduceScatter,,,1.97,1.97,11.92,11.92,0,0
record_event,,,3.54,3.54,0.02,0.02,0,0
record_event,,,2.71,2.71,0.2,0.2,0,0
wait_event,,,3.22,3.22,0.02,0.02,0,0
destroy_event,,,1.66,1.66,0,0,0,0
aten::movedim,,,1.44,11.69,0,0,0,0
aten::movedim,,,2.5,10.25,0,0,0,0
aten::permute,,,2.88,7.75,0,0,0,0
aten::as_strided,,,4.87,4.87,0,0,0,0
Event::wait,,,63.75,77.64,0,0,0,0
wait_event,,,13.89,13.89,0,0,0,0
npu::npu_dynamic_quant,,,28.45,55.3,0,3.98,0,0
empty_tensor,,,13.0,13.0,0,0,0,0
empty_tensor,,,3.92,3.92,0,0,0,0
aclnnDynamicQuantV2,,,9.93,9.93,3.98,3.98,0,0
Event::wait,,,57.77,69.14,0,0,0,0
wait_event,,,11.37,11.37,0,0,0,0
npu::npu_quant_matmul,,,35.4,63.48,0,21.301,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aten::empty,,,2.53,4.94,0,0,0,0
empty_tensor,,,2.41,2.41,0,0,0,0
aten::empty,,,1.02,2.73,0,0,0,0
empty_tensor,,,1.71,1.71,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.7,9.7,21.301,21.301,0,0
Event::wait,,,54.6,65.29,0,0.02,0,0
wait_event,,,10.69,10.69,0.02,0.02,0,0
_C_ascend::npu_dequant_swiglu_quant,,,47.04,85.34,0,4.96,0,0
aten::empty,,,2.93,13.77,0,0,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aten::empty,,,1.13,4.71,0,0,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aten::empty,,,2.3,9.29,0,0,0,0
empty_tensor,,,6.99,6.99,0,0,0,0
aclnnDequantSwigluQuantV2,,,10.53,10.53,4.96,4.96,0,0
Event::wait,,,59.34,72.03,0,0.02,0,0
wait_event,,,12.69,12.69,0.02,0.02,0,0
npu::npu_quant_matmul,,,37.43,64.98,0,19.44,0,0
empty_tensor,,,10.82,10.82,0,0,0,0
aten::empty,,,2.29,4.37,0,0,0,0
empty_tensor,,,2.08,2.08,0,0,0,0
aten::empty,,,1.01,2.58,0,0,0,0
empty_tensor,,,1.57,1.57,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.78,9.78,19.44,19.44,0,0
Event::record,,,69.69,81.33,0,0.02,0,0
record_event,,,11.64,11.64,0.02,0.02,0,0
Event::wait,,,44.35,54.89,0,0.0,0,0
wait_event,,,10.54,10.54,0.0,0.0,0,0
destroy_event,,,6.11,6.11,0,0,0,0
destroy_event,,,6.53,6.53,0,0,0,0
destroy_event,,,1.73,1.73,0,0,0,0
destroy_event,,,1.82,1.82,0,0,0,0
destroy_event,,,1.22,1.22,0,0,0,0
destroy_event,,,1.51,1.51,0,0,0,0
aten::add,,,22.55,41.57,0,7.5,0,0
empty_tensor,,,11.25,11.25,0,0,0,0
aclnnAdd,,,7.77,7.77,7.5,7.5,0,0
vllm::maybe_all_reduce_tensor_model_parallel,,,24.18,24.18,0,0,0,0
aten::unsqueeze,,,5.01,9.31,0,0,0,0
aten::as_strided,,,4.3,4.3,0,0,0,0
aten::unsqueeze,,,2.42,4.43,0,0,0,0
aten::as_strided,,,2.01,2.01,0,0,0,0
aten::unsqueeze,,,2.29,3.8,0,0,0,0
aten::as_strided,,,1.51,1.51,0,0,0,0
aten::unsqueeze,,,1.85,5.02,0,0,0,0
aten::as_strided,,,3.17,3.17,0,0,0,0
_C_ascend::npu_hc_post,,,40.91,77.15,0,7.2405,0,0
aten::empty,,,2.75,12.02,0,0,0,0
empty_tensor,,,9.27,9.27,0,0,0,0
aten::empty,,,2.62,13.35,0,0,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
aclnnHcPost,,,10.87,10.87,7.2405,7.2405,0,0
aten::squeeze,,,4.68,7.44,0,0,0,0
aten::as_strided,,,2.76,2.76,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,38.61,74.99,0,34.0205,0,0
aten::empty,,,1.98,8.78,0,0,0,0
empty_tensor,,,6.8,6.8,0,0,0,0
aten::empty,,,1.11,4.56,0,0,0,0
empty_tensor,,,3.45,3.45,0,0,0,0
aten::empty,,,1.1,4.08,0,0,0,0
empty_tensor,,,2.98,2.98,0,0,0,0
aten::empty,,,2.01,9.59,0,0,0,0
empty_tensor,,,7.58,7.58,0,0,0,0
aclnnHcPre,,,9.37,9.37,34.0205,34.0205,0,0
npu::npu_rms_norm,,,49.54,67.9,0,4.7,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
empty_tensor,,,3.42,3.42,0,0,0,0
aclnnRmsNorm,,,8.33,8.33,4.7,4.7,0,0
aten::empty,,,5.85,12.64,0,0,0,0
empty_tensor,,,6.79,6.79,0,0,0,0
aten::alias,,,3.82,3.82,0,0,0,0
vllm::dsa_forward,,,2208.6,5066.9,0,613.1515,0,0
aten::empty,,,3.45,14.57,0,0,0,0
empty_tensor,,,11.12,11.12,0,0,0,0
c10d::_allgather_base_,,,59.91,89.37,0,13.3005,0,0
record_event,,,13.53,13.53,0.02,0.02,0,0
wait_event,,,4.99,4.99,3.1205,3.1205,0,0
HcclAllgatherBase,,,3.06,4.88,0,9.94,0,0
HcclAllGather,,,1.82,1.82,9.94,9.94,0,0
record_event,,,3.76,3.76,0.02,0.02,0,0
record_event,,,2.3,2.3,0.2,0.2,0,0
npu::npu_dynamic_quant,,,30.11,54.03,0,3.82,0,0
empty_tensor,,,9.89,9.89,0,0,0,0
empty_tensor,,,4.35,4.35,0,0,0,0
aclnnDynamicQuantV2,,,9.68,9.68,3.82,3.82,0,0
npu::npu_quant_matmul,,,31.12,54.15,0,16.7,0,0
empty_tensor,,,7.21,7.21,0,0,0,0
aten::empty,,,2.27,4.47,0,0,0,0
empty_tensor,,,2.2,2.2,0,0,0,0
aten::empty,,,0.99,2.55,0,0,0,0
empty_tensor,,,1.56,1.56,0,0,0,0
aclnnQuantMatmulWeightNz,,,8.8,8.8,16.7,16.7,0,0
_C_ascend::npu_rms_norm_dynamic_quant,,,47.09,101.66,0,6.84,0,0
aten::empty_like,,,5.28,16.25,0,0,0,0
aten::empty_strided,,,7.79,10.97,0,0,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
aten::empty,,,1.41,4.97,0,0,0,0
empty_tensor,,,3.56,3.56,0,0,0,0
aten::empty,,,1.04,4.14,0,0,0,0
empty_tensor,,,3.1,3.1,0,0,0,0
aten::empty_like,,,2.13,7.43,0,0,0,0
aten::empty_strided,,,3.62,5.3,0,0,0,0
empty_tensor,,,1.68,1.68,0,0,0,0
aten::empty,,,2.28,10.38,0,0,0,0
empty_tensor,,,8.1,8.1,0,0,0,0
aclnnRmsNormDynamicQuant,,,11.4,11.4,6.84,6.84,0,0
npu::npu_quant_matmul,,,29.22,50.6,0,32.8605,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
aten::empty,,,1.71,3.8,0,0,0,0
empty_tensor,,,2.09,2.09,0,0,0,0
aten::empty,,,0.98,2.53,0,0,0,0
empty_tensor,,,1.55,1.55,0,0,0,0
aclnnQuantMatmulWeightNz,,,8.7,8.7,32.8605,32.8605,0,0
aten::unflatten,,,5.43,10.65,0,0,0,0
aten::view,,,5.22,5.22,0,0,0,0
aten::view,,,2.92,2.92,0,0,0,0
aten::empty_like,,,4.55,14.64,0,0,0,0
aten::empty_strided,,,6.97,10.09,0,0,0,0
empty_tensor,,,3.12,3.12,0,0,0,0
triton_rms_kernel,,,14.86,14.86,13.12,13.12,0,0
aten::view,,,7.46,7.46,0,0,0,0
aten::unsqueeze,,,3.21,7.73,0,0,0,0
aten::as_strided,,,4.52,4.52,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,43.26,72.17,0,5.1205,0,0
aten::empty,,,3.65,17.64,0,0,0,0
empty_tensor,,,13.99,13.99,0,0,0,0
aclnnInplacePartialRotaryMul,,,11.27,11.27,5.1205,5.1205,0,0
wait_event,,,4.71,4.71,0.0,0.0,0,0
aten::slice,,,4.12,7.95,0,0,0,0
aten::as_strided,,,3.83,3.83,0,0,0,0
npu::npu_dynamic_quant,,,29.13,53.91,0,7.3205,0,0
empty_tensor,,,10.15,10.15,0,0,0,0
empty_tensor,,,4.61,4.61,0,0,0,0
aclnnDynamicQuantV2,,,10.02,10.02,7.3205,7.3205,0,0
npu::npu_quant_matmul,,,31.48,59.57,0,13.74,0,0
empty_tensor,,,8.32,8.32,0,0,0,0
aten::empty,,,5.26,7.45,0,0,0,0
empty_tensor,,,2.19,2.19,0,0,0,0
aten::empty,,,1.15,2.76,0,0,0,0
empty_tensor,,,1.61,1.61,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.56,9.56,13.74,13.74,0,0
npu::npu_rms_norm,,,55.08,74.2,0,11.14,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
empty_tensor,,,3.27,3.27,0,0,0,0
aclnnRmsNorm,,,9.11,9.11,11.14,11.14,0,0
aten::view,,,5.65,5.65,0,0,0,0
aten::unsqueeze,,,2.75,6.54,0,0,0,0
aten::as_strided,,,3.79,3.79,0,0,0,0
aten::slice,,,3.26,5.55,0,0,0,0
aten::as_strided,,,2.29,2.29,0,0,0,0
aten::slice,,,1.04,2.79,0,0,0,0
aten::as_strided,,,1.75,1.75,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,38.22,63.19,0,8.78,0,0
aten::empty,,,3.38,14.42,0,0,0,0
empty_tensor,,,11.04,11.04,0,0,0,0
aclnnInplacePartialRotaryMul,,,10.55,10.55,8.78,8.78,0,0
_C_ascend::npu_scatter_nd_update_sk,,,42.68,63.32,0,29.7005,0,0
aten::empty,,,2.68,11.55,0,0,0,0
empty_tensor,,,8.87,8.87,0,0,0,0
aclnnScatterNdUpdateSk,,,9.09,9.09,29.7005,29.7005,0,0
aten::squeeze,,,8.64,14.61,0,0,0,0
aten::as_strided,,,5.97,5.97,0,0,0,0
aten::view,,,4.34,4.34,0,0,0,0
aten::view,,,2.44,2.44,0,0,0,0
_C_ascend::compressor,,,47.57,81.45,0,52.341,0,0
aten::empty,,,2.48,11.71,0,0,0,0
empty_tensor,,,9.23,9.23,0,0,0,0
aten::empty,,,2.31,11.45,0,0,0,0
empty_tensor,,,9.14,9.14,0,0,0,0
aclnnCompressor,,,10.72,10.72,52.341,52.341,0,0
aten::reshape,,,1.75,6.83,0,0,0,0
aten::view,,,5.08,5.08,0,0,0,0
aten::linear,,,3.97,50.04,0,6.64,0,0
aten::t,,,4.84,11.57,0,0,0,0
aten::transpose,,,2.98,6.73,0,0,0,0
aten::as_strided,,,3.75,3.75,0,0,0,0
aten::matmul,,,18.26,34.5,0,6.64,0,0
empty_tensor,,,6.91,6.91,0,0,0,0
